timestamp,CPU_UTIL_USER,CPU_UTIL_SYS,MEM_UTIL,NET_UTIL,STORAGE_UTIL,CPU TIME,WALL CLOCK TIME,CONTEXT SWITCHES,TSC,CYCLES,INSTRUCTIONS,REFERENCE CYCLES,L1 CACHE MISSES,L1 CACHE HITS,L2 CACHE MISSES,L2 CACHE HITS,LL CACHE MISSES,LL CACHE ACCESSES,MEM ACCESSES RD,MEM ACCESSES WR,BRANCH MISSES,BRANCHES,ITLB WALKS,DTLB LOAD WALKS,DTLB STORE WALKS,DTLB ACCESSES,CPU UTILIZATION,FREQUENCY,CPI,L1 CACHE MPKI,L1 CACHE MISS RATE,L2 CACHE MPKI,L2 CACHE MISS RATE,LL CACHE MPKI,LL CACHE MISS RATE,MEM BANDWITH RD,MEM BANDWITH WR,MEM BANDWITH,BRANCH MPKI,BRANCH MISS RATE,ITLB MPKI,DTLB MPKI,DTLB WALK RATE
30.0,1.6,0.14,3.06,0.0,0.0,64324.33,1007778079.0,2527.0,186103847278.0,3685395415.0,5841889173.0,3238558992.0,38364281.0,1714272299.0,4870543.0,33499437.0,7185078.0,48125157.0,6486152.0,1934961.0,20346628.0,1218101899.0,1093514.0,1254012.0,249467.0,2583744118.0,0.017401891682348,3656951358.434936,0.6308567838008864,6.567101816534239,0.0218894672391238,0.833727387796167,0.1269362923827429,1.229923709132987,0.1492998350114473,411909860.5636569,122881720.27206796,534791580.8357249,3.4828849705054137,0.0167035516623884,0.1871849957465805,0.2573617806631403,0.0005818993411637
31.0,0.77,0.03,3.06,0.0,0.0,64272.31,1004274555.0,1788.0,185953282084.0,2581448713.0,1474280533.0,2268389628.0,22157901.0,326760858.0,13919878.0,8239043.0,31216521.0,104164321.0,30728922.0,7604969.0,5832600.0,350382307.0,138965.0,3321296.0,320786.0,528886587.0,0.0121987071299731,2570461135.5009384,1.7509888079082436,15.029636832354484,0.0635044703916306,9.441810895837149,0.6281839264646505,21.174071217285757,0.2996853500345862,1958280231.4452744,484646368.4425421,2442926599.8878164,3.956234834174535,0.0166463884833088,0.0942595366956527,2.470413139478116,0.0068863194672017
32.0,1.06,0.69,3.05,0.0,0.0,64377.61,1005539674.0,14389.0,186258001288.0,3845883929.0,4933289384.0,3379617892.0,28594200.0,1323926043.0,4505193.0,24097766.0,17915566.0,66555079.0,14790555.0,10055519.0,15016455.0,1025084086.0,1149879.0,1416390.0,1298339.0,2148625860.0,0.0181448199198395,3824696358.02754,0.7795780116757894,5.796173257692681,0.0211414210973846,0.9132229328795444,0.157507934755981,3.631566000994196,0.2691840543078613,941380578.4852602,640007781.5328448,1581388360.018105,3.043903130577025,0.0146489982676406,0.2330856575593093,0.55028780772614,0.0012634721803078
33.0,1.21,0.28,3.06,0.0,0.0,64346.78,1005653007.0,5913.0,186168714174.0,4014976502.0,7320403588.0,3528124920.0,35925740.0,2142238669.0,4319097.0,31612324.0,5720544.0,46236865.0,5040783.0,2258615.0,22667221.0,1536092011.0,1172387.0,877621.0,276949.0,3249408175.0,0.0189512235482406,3992407395.048936,0.5484638181126469,4.907617396790992,0.0164935850808863,0.5900080436931232,0.1202039017605231,0.7814519966327299,0.1237225750491518,320796646.3128171,143738803.53743127,464535449.8502484,3.096444168345763,0.0147564213847083,0.1601533284205586,0.1577194462191447,0.0003553170109199
34.0,1.86,0.33,3.08,0.0,0.4,64352.32,1004838471.0,7286.0,186185102938.0,24312656003.0,33791239364.0,21411901296.0,221630760.0,9375997055.0,30577488.0,191153054.0,74763907.0,354797984.0,65368313.0,32042522.0,159282425.0,6934601935.0,5418025.0,5460192.0,3246352.0,13949489301.0,0.1150033002539961,24195586360.06881,0.7194958356248351,6.558823060988927,0.0230922436535428,0.9048939481212454,0.1379038166063744,2.212523376092883,0.210722468479415,4163427409.219885,2040846829.7985773,6204274239.018462,4.713719531983012,0.0229692239717577,0.1603381557461362,0.2576568413550302,0.0006241478675047
35.0,46.04,6.8,3.58,0.0,0.0,64441.11,1007655825.0,57331.0,186441418736.0,91854818585.0,91346475326.0,81775442012.0,786655694.0,24701831806.0,118576146.0,668268944.0,298184440.0,1200452162.0,265105818.0,102651957.0,479594122.0,19038520945.0,17861533.0,23874414.0,7624526.0,37252715143.0,0.4386119917259027,91156937027.5808,1.0055650013553978,8.611779394799415,0.0308631767185087,1.2980921877589906,0.1506982092243849,3.264323433781441,0.2483934382718034,16837864607.19363,6519810718.109033,23357675325.30266,5.25027506850604,0.0251907237639672,0.1955360941542104,0.3448292874748112,0.0008455474957754
36.0,1.13,0.69,3.62,0.0,0.0,64274.12,1004317447.0,102679.0,185958565756.0,5283779240.0,6508059697.0,4642837824.0,29008028.0,1682660867.0,7308487.0,21729060.0,22875231.0,95022267.0,18004919.0,10613634.0,15464160.0,1270751345.0,1922492.0,2090711.0,1214199.0,2482427364.0,0.0249670554573536,5261064871.254795,0.8118824174946716,4.457246760255094,0.0169472192225588,1.1229901599349144,0.2516909227904134,3.514907985638903,0.240735479400844,1147361145.0663168,676352460.1001978,1823713605.1665144,2.376155216758148,0.0121693044519264,0.2954017156428674,0.5078180216329998,0.0013313219343001
37.0,0.94,0.28,3.63,0.0,0.0,64252.12,1003998667.0,43849.0,185894794926.0,2243098028.0,2497885925.0,1970881992.0,12113750.0,596446674.0,3452801.0,8670712.0,6608677.0,32230748.0,5149620.0,2803511.0,4427884.0,504521563.0,1161565.0,1327439.0,240770.0,1046384931.0,0.0106021365083651,2234164348.7460923,0.8979985857440628,4.8496009680666265,0.0199055829499684,1.3822893053052452,0.2848020206684317,2.6457080901322585,0.205042619550747,328263065.3134124,178710101.81331244,506973167.1267248,1.7726526082250933,0.0087764018918652,0.4650192342150293,0.6278144987745987,0.0014986922627997
38.0,0.61,0.25,3.64,0.0,0.0,64261.12,1004011466.0,40523.0,185920882012.0,6434395209.0,9030525747.0,5654247508.0,55852140.0,2516272599.0,9481861.0,46402183.0,19018093.0,105977962.0,16027982.0,7682795.0,38107301.0,1840983345.0,2289919.0,1857816.0,775920.0,3677919027.0,0.0304121164164607,6408686979.078783,0.7125161246716503,6.184815985775185,0.0217143978879167,1.0499788457111632,0.1696702729673607,2.105978492594181,0.179453281051017,1021692363.8200762,489734327.3966156,1511426691.216692,4.21983194197298,0.0206994273487031,0.2535753802330641,0.2916481358657268,0.0007160940685929
39.0,1.77,0.86,3.79,0.0,0.4,64248.99,1003995709.0,45535.0,185885875270.0,14734922013.0,22789029815.0,12948558000.0,129278480.0,5747703338.0,21273232.0,108051269.0,48371189.0,221844572.0,44033738.0,19659139.0,73281957.0,4881402566.0,5030984.0,4472680.0,2289391.0,8857110787.0,0.0696586439458736,14676279869.439163,0.6465796101289624,5.672838249345193,0.0219974272515266,0.933485636409046,0.1644949861434222,2.122564645914041,0.2180408948657982,2806943502.584233,1253177563.1323938,4060121065.716626,3.215668134839377,0.0150124797144214,0.2207634129597105,0.2967248301000127,0.0007634623933941
40.0,0.33,1.0,3.86,0.0,0.0,64255.63,1003991629.0,47407.0,185905103470.0,16160834215.0,21501125823.0,14201690340.0,160782512.0,5932625993.0,28175857.0,132655804.0,79449418.0,303888299.0,69073901.0,25673745.0,89356931.0,4481940484.0,6078485.0,6506273.0,1997232.0,9126986180.0,0.0763921488701452,16096582628.97728,0.7516273495647642,7.477864802223943,0.0263863011757817,1.3104363572376272,0.1751884972449547,3.6951282762604016,0.2614428336380269,4403153907.172667,1636587031.7430706,6039740938.915737,4.155918705634189,0.0199371078931087,0.2827054290105021,0.395491151021669,0.0009316881643399
